os,cpu,gpu,ram,kernel,driver,cpuscheduler
Arch Linux,AMD Ryzen 7 5700X 8-Core Processor,AMD Radeon RX 7900 GRE (RADV NAVI31),49249928,6.11.9-arch1-1,,performance
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
119.914,8.33932,7.90816,100,57,65,2261,1073,4.89572,240,3.82286,0,0.0518723,467893627
120.349,8.30916,7.90816,100,57,65,2261,1073,4.89572,240,3.82286,0,0.0518723,568016552
119.858,8.34318,7.90816,100,57,65,2261,1073,4.89572,240,3.82286,0,0.0518723,668091967
118.119,8.46604,7.90816,100,57,65,2261,1073,4.89572,240,3.82286,0,0.0518723,768170571
115.72,8.64159,7.90816,100,57,65,2261,1073,4.89572,240,3.82286,0,0.0518723,868247236
116.725,8.56713,8.33333,100,57,65,2264,1124,4.89572,243,3.82598,0,0.0518723,968324151
117.595,8.50377,8.33333,100,57,65,2264,1124,4.89572,243,3.82598,0,0.0518723,1068400556
117.934,8.47933,8.33333,100,57,65,2264,1124,4.89572,243,3.82598,0,0.0518723,1168477261
119.996,8.33364,8.33333,100,57,65,2264,1124,4.89572,243,3.82598,0,0.0518723,1268555776
120.572,8.29379,8.33333,100,57,65,2264,1124,4.89572,243,3.82598,0,0.0518723,1368632231
119.433,8.3729,9.20398,100,56,66,2255,1124,4.89572,244,3.82574,0,0.0518723,1468707856
119.542,8.36526,9.20398,100,56,66,2255,1124,4.89572,244,3.82574,0,0.0518723,1568785141
116.783,8.56293,9.20398,100,56,66,2255,1124,4.89572,244,3.82574,0,0.0518723,1668861535
117.804,8.48864,9.20398,100,56,66,2255,1124,4.89572,244,3.82574,0,0.0518723,1768940640
119.612,8.36035,9.20398,100,56,66,2255,1124,4.89572,244,3.82574,0,0.0518723,1869019275
117.321,8.52363,11.8602,100,56,66,2248,1124,4.89572,243,3.82441,0,0.0518723,1969100760
118.924,8.40874,11.8602,100,56,66,2248,1124,4.89572,243,3.82441,0,0.0518723,2069185465
118.412,8.44506,11.8602,100,56,66,2248,1124,4.89572,243,3.82441,0,0.0518723,2169276980
119.542,8.36528,11.8602,100,56,66,2248,1124,4.89572,243,3.82441,0,0.0518723,2269385415
118.3,8.45306,11.8602,100,56,66,2248,1124,4.89572,243,3.82441,0,0.0518723,2369462660
119.566,8.36357,13.3416,100,56,66,2263,1124,4.89572,244,3.82122,0,0.0518723,2469538354
118.492,8.43939,13.3416,100,56,66,2263,1124,4.89572,244,3.82122,0,0.0518723,2569616359
119.784,8.34834,13.3416,100,56,66,2263,1124,4.89572,244,3.82122,0,0.0518723,2669695084
118.72,8.4232,13.3416,100,56,66,2263,1124,4.89572,244,3.82122,0,0.0518723,2769772299
119.102,8.39616,13.3416,100,56,66,2263,1124,4.89572,244,3.82122,0,0.0518723,2869853164
115.803,8.63536,9.75309,100,55,67,2255,1124,4.89572,243,3.815,0,0.0518723,2969947469
119.745,8.35105,9.75309,100,55,67,2255,1124,4.89572,243,3.815,0,0.0518723,3070025134
118.83,8.41541,9.75309,100,55,67,2255,1124,4.89572,243,3.815,0,0.0518723,3170101679
119.385,8.37626,9.75309,100,55,67,2255,1124,4.89572,243,3.815,0,0.0518723,3270179014
117.976,8.47626,9.75309,100,55,67,2255,1124,4.89572,243,3.815,0,0.0518723,3370253948
118.811,8.41675,9.50617,100,55,67,2264,1124,4.89182,244,3.80721,0,0.0518723,3470329863
118.493,8.43935,9.50617,100,55,67,2264,1124,4.89182,244,3.80721,0,0.0518723,3570410508
118.487,8.43972,9.50617,100,55,67,2264,1124,4.89182,244,3.80721,0,0.0518723,3670499073
119.197,8.38949,9.50617,100,55,67,2264,1124,4.89182,244,3.80721,0,0.0518723,3770579208
118.985,8.40442,9.50617,100,55,67,2264,1124,4.89182,244,3.80721,0,0.0518723,3870659703
119.401,8.37517,9.65347,100,54,67,2236,1124,4.89182,244,3.81191,0,0.0518723,3970738768
119.086,8.39729,9.65347,100,54,67,2236,1124,4.89182,244,3.81191,0,0.0518723,4070814053
119.193,8.38972,9.65347,100,54,67,2236,1124,4.89182,244,3.81191,0,0.0518723,4170890097
120.057,8.32938,9.65347,100,54,67,2236,1124,4.89182,244,3.81191,0,0.0518723,4270968822
119.224,8.38756,9.65347,100,54,67,2236,1124,4.89182,244,3.81191,0,0.0518723,4371049467
117.032,8.54465,8.96638,100,54,67,2273,1124,4.89182,246,3.81093,0,0.0518723,4471135562
119.508,8.36767,8.96638,100,54,67,2273,1124,4.89182,246,3.81093,0,0.0518723,4571215247
118.98,8.40476,8.96638,100,54,67,2273,1124,4.89182,246,3.81093,0,0.0518723,4671294452
118.658,8.42758,8.96638,100,54,67,2273,1124,4.89182,246,3.81093,0,0.0518723,4771374297
119.345,8.37908,8.96638,100,54,67,2273,1124,4.89182,246,3.81093,0,0.0518723,4871461222
118.82,8.41607,8.86392,99,54,67,2269,1124,4.89182,243,3.80825,0,0.0518723,4971542176
119.782,8.34848,8.86392,99,54,67,2269,1124,4.89182,243,3.80825,0,0.0518723,5071618441
118.26,8.45595,8.86392,99,54,67,2269,1124,4.89182,243,3.80825,0,0.0518723,5171695516
118.171,8.46231,8.86392,99,54,67,2269,1124,4.89182,243,3.80825,0,0.0518723,5271771431
119.029,8.40129,8.86392,99,54,67,2269,1124,4.89182,243,3.80825,0,0.0518723,5371851746
117.039,8.54418,8.5,100,53,67,2234,1124,4.89182,243,3.81044,0,0.0518723,5471929421
117.43,8.51573,8.5,100,53,67,2234,1124,4.89182,243,3.81044,0,0.0518723,5572005256
119.713,8.35332,8.5,100,53,67,2234,1124,4.89182,243,3.81044,0,0.0518723,5672082551
118.617,8.43048,8.5,100,53,67,2234,1124,4.89182,243,3.81044,0,0.0518723,5772160775
119.169,8.39141,8.5,100,53,67,2234,1124,4.89182,243,3.81044,0,0.0518723,5872239600
116.596,8.57662,8.63579,100,53,67,2256,1124,4.89182,240,3.81353,0,0.0518723,5972316275
118.013,8.47367,8.63579,100,53,67,2256,1124,4.89182,240,3.81353,0,0.0518723,6072390630
119.958,8.33627,8.63579,100,53,67,2256,1124,4.89182,240,3.81353,0,0.0518723,6172469205
119.9,8.34025,8.63579,100,53,67,2256,1124,4.89182,240,3.81353,0,0.0518723,6272548480
118.618,8.43046,8.63579,100,53,67,2256,1124,4.89182,240,3.81353,0,0.0518723,6372625815
119.334,8.37983,8.60349,100,53,68,2263,1124,4.89182,244,3.81127,0,0.0518723,6472722870
119.789,8.348,8.60349,100,53,68,2263,1124,4.89182,244,3.81127,0,0.0518723,6572801015
118.97,8.40547,8.60349,100,53,68,2263,1124,4.89182,244,3.81127,0,0.0518723,6672883569
117.5,8.5106,8.60349,100,53,68,2263,1124,4.89182,244,3.81127,0,0.0518723,6772963894
120.184,8.32059,8.60349,100,53,68,2263,1124,4.89182,244,3.81127,0,0.0518723,6873042739
118.995,8.40374,12.6408,100,52,68,2248,1124,4.89182,242,3.80963,0,0.0518723,6973121174
119.154,8.39252,12.6408,100,52,68,2248,1124,4.89182,242,3.80963,0,0.0518723,7073197229
120.158,8.32234,12.6408,100,52,68,2248,1124,4.89182,242,3.80963,0,0.0518723,7173285154
115.978,8.6223,12.6408,100,52,68,2248,1124,4.89182,242,3.80963,0,0.0518723,7273398159
118.709,8.42396,12.6408,100,52,68,2248,1124,4.89182,242,3.80963,0,0.0518723,7373484464
120.318,8.31131,11.5144,100,52,68,2260,1124,4.89182,240,3.779,0,0.0518723,7473564798
119.698,8.35438,11.5144,100,52,68,2260,1124,4.89182,240,3.779,0,0.0518723,7573641443
118.875,8.41216,11.5144,100,52,68,2260,1124,4.89182,240,3.779,0,0.0518723,7673717018
120.009,8.33274,11.5144,100,52,68,2260,1124,4.89182,240,3.779,0,0.0518723,7773795333
118.69,8.42533,11.5144,100,52,68,2260,1124,4.89182,240,3.779,0,0.0518723,7873871218
119.849,8.34381,8.64662,100,52,68,2262,1124,4.89182,243,3.78084,0,0.0518723,7973946643
118.132,8.46511,8.64662,100,52,68,2262,1124,4.89182,243,3.78084,0,0.0518723,8074023258
118.618,8.4304,8.64662,100,52,68,2262,1124,4.89182,243,3.78084,0,0.0518723,8174103373
118.849,8.41403,8.64662,100,52,68,2262,1124,4.89182,243,3.78084,0,0.0518723,8274180978
118.31,8.4524,8.64662,100,52,68,2262,1124,4.89182,243,3.78084,0,0.0518723,8374258532
117.446,8.51452,9.62963,100,52,69,2265,1124,4.89182,239,3.78061,0,0.0518723,8474337297
118.464,8.44141,9.62963,100,52,69,2265,1124,4.89182,239,3.78061,0,0.0518723,8574414222
119.121,8.39484,9.62963,100,52,69,2265,1124,4.89182,239,3.78061,0,0.0518723,8674490727
119.714,8.35326,9.62963,100,52,69,2265,1124,4.89182,239,3.78061,0,0.0518723,8774568352
106.576,9.38299,9.62963,100,52,69,2265,1124,4.89182,239,3.78061,0,0.0518723,8874648437
116.773,8.56365,9.10224,100,51,69,2266,1124,4.89389,241,3.78016,0,0.0518723,8974727872
106.618,9.37924,9.10224,100,51,69,2266,1124,4.89389,241,3.78016,0,0.0518723,9074804367
106.711,9.37113,9.10224,100,51,69,2266,1124,4.89389,241,3.78016,0,0.0518723,9174884821
108.588,9.2091,9.10224,100,51,69,2266,1124,4.89389,241,3.78016,0,0.0518723,9274962636
108.717,9.19823,9.10224,100,51,69,2266,1124,4.89389,241,3.78016,0,0.0518723,9375041691
106.672,9.37451,9.22509,100,51,69,2256,1124,4.89389,242,3.78718,0,0.0518723,9475118346
107.575,9.29583,9.22509,100,51,69,2256,1124,4.89389,242,3.78718,0,0.0518723,9575193911
106.885,9.35588,9.22509,100,51,69,2256,1124,4.89389,242,3.78718,0,0.0518723,9675283606
106.483,9.39116,9.22509,100,51,69,2256,1124,4.89389,242,3.78718,0,0.0518723,9775360301
107.328,9.31723,9.22509,100,51,69,2256,1124,4.89389,242,3.78718,0,0.0518723,9875435556
108.027,9.25696,10.8508,100,51,69,2249,1124,4.89389,242,3.78838,0,0.0518723,9975514020
107.507,9.30171,10.8508,100,51,69,2249,1124,4.89389,242,3.78838,0,0.0518723,10075587135
106.859,9.35816,10.8508,100,51,69,2249,1124,4.89389,242,3.78838,0,0.0518723,10175662830
106.364,9.40164,10.8508,100,51,69,2249,1124,4.89389,242,3.78838,0,0.0518723,10275739555
106.826,9.36106,10.8508,100,51,69,2249,1124,4.89389,242,3.78838,0,0.0518723,10375817530
107.171,9.33084,8.48939,100,51,69,2278,1124,4.89389,245,3.7942,0,0.0518723,10475894175
107.147,9.33296,8.48939,100,51,69,2278,1124,4.89389,245,3.7942,0,0.0518723,10575967390
109.242,9.15401,8.48939,100,51,69,2278,1124,4.89389,245,3.7942,0,0.0518723,10676044975
107.538,9.299,8.48939,100,51,69,2278,1124,4.89389,245,3.7942,0,0.0518723,10776136369
107.011,9.34482,8.48939,100,51,69,2278,1124,4.89389,245,3.7942,0,0.0518723,10876213034
106.694,9.37256,8.48939,100,51,69,2278,1124,4.89389,245,3.7942,0,0.0518723,10976289089
106.352,9.40277,9.88875,100,50,69,2266,1124,4.89389,242,3.79019,0,0.0518723,11076368604
106.163,9.41947,9.88875,100,50,69,2266,1124,4.89389,242,3.79019,0,0.0518723,11176445309
105.003,9.52357,9.88875,100,50,69,2266,1124,4.89389,242,3.79019,0,0.0518723,11276522784
106.291,9.40817,9.88875,100,50,69,2266,1124,4.89389,242,3.79019,0,0.0518723,11376598439
106.458,9.39336,9.88875,100,50,69,2266,1124,4.89389,242,3.79019,0,0.0518723,11476681084
107.39,9.31184,9.93865,100,50,69,2248,1124,4.89389,243,3.78379,0,0.0518723,11576759599
107.529,9.29978,9.93865,100,50,69,2248,1124,4.89389,243,3.78379,0,0.0518723,11676836083
107.516,9.30093,9.93865,100,50,69,2248,1124,4.89389,243,3.78379,0,0.0518723,11776914608
108.773,9.19343,9.93865,100,50,69,2248,1124,4.89389,243,3.78379,0,0.0518723,11876996243
106.609,9.38004,9.93865,100,50,69,2248,1124,4.89389,243,3.78379,0,0.0518723,11977080048
105.936,9.43968,13.0489,100,50,69,2238,1124,4.89389,243,3.77188,0,0.0518723,12077172523
106.374,9.40082,13.0489,100,50,69,2238,1124,4.89389,243,3.77188,0,0.0518723,12177276148
107.529,9.29986,13.0489,100,50,69,2238,1124,4.89389,243,3.77188,0,0.0518723,12277355823
107.95,9.26359,13.0489,100,50,69,2238,1124,4.89389,243,3.77188,0,0.0518723,12377431748
107.176,9.33047,13.0489,100,50,69,2238,1124,4.89389,243,3.77188,0,0.0518723,12477508342
106.582,9.38243,11.0834,100,50,69,2249,1124,4.89389,242,3.77259,0,0.0518723,12577589057
105.906,9.44232,11.0834,100,50,69,2249,1124,4.89389,242,3.77259,0,0.0518723,12677667862
105.11,9.51383,11.0834,100,50,69,2249,1124,4.89389,242,3.77259,0,0.0518723,12777745427
107.35,9.3153,11.0834,100,50,69,2249,1124,4.89389,242,3.77259,0,0.0518723,12877824192
107.897,9.2681,11.0834,100,50,69,2249,1124,4.89389,242,3.77259,0,0.0518723,12977901077
108.596,9.20842,8.84184,100,50,69,2253,1124,4.89389,242,3.77214,0,0.0518723,13077978862
105.649,9.46531,8.84184,100,50,69,2253,1124,4.89389,242,3.77214,0,0.0518723,13178058237
105.949,9.43853,8.84184,100,50,69,2253,1124,4.89389,242,3.77214,0,0.0518723,13278136171
106.903,9.35429,8.84184,100,50,69,2253,1124,4.89389,242,3.77214,0,0.0518723,13378216476
108.092,9.25136,8.84184,100,50,69,2253,1124,4.89389,242,3.77214,0,0.0518723,13478296211
107.522,9.30042,8.79802,100,50,70,2267,1124,4.89389,243,3.775,0,0.0518723,13578375946
107.112,9.33601,8.79802,100,50,70,2267,1124,4.89389,243,3.775,0,0.0518723,13678454401
107.663,9.28821,8.79802,100,50,70,2267,1124,4.89389,243,3.775,0,0.0518723,13778531726
106.116,9.42365,8.79802,100,50,70,2267,1124,4.89389,243,3.775,0,0.0518723,13878611531
107.095,9.33753,8.79802,100,50,70,2267,1124,4.89389,243,3.775,0,0.0518723,13978691036
106.837,9.36005,9.93865,100,50,70,2254,1124,4.89389,244,3.77764,0,0.0518723,14078769231
106.509,9.38883,9.93865,100,50,70,2254,1124,4.89389,244,3.77764,0,0.0518723,14178847115
107.321,9.31783,9.93865,100,50,70,2254,1124,4.89389,244,3.77764,0,0.0518723,14278931870
106.524,9.38759,9.93865,100,50,70,2254,1124,4.89389,244,3.77764,0,0.0518723,14379018625
107.421,9.30916,9.93865,100,50,70,2254,1124,4.89389,244,3.77764,0,0.0518723,14479095640
105.718,9.45914,9.01235,100,50,70,2242,1124,4.89389,244,3.78182,0,0.0518723,14579175935
108.257,9.23732,9.01235,100,50,70,2242,1124,4.89389,244,3.78182,0,0.0518723,14679255720
105.783,9.45329,9.01235,100,50,70,2242,1124,4.89389,244,3.78182,0,0.0518723,14779343945
105.265,9.49981,9.01235,100,50,70,2242,1124,4.89389,244,3.78182,0,0.0518723,14879379180
105.901,9.44281,9.01235,100,50,70,2242,1124,4.89389,244,3.78182,0,0.0518723,14979454734
107.16,9.33184,8.87793,100,49,70,2250,1124,4.89389,242,3.77774,0,0.0518723,15079548619
106.43,9.39583,8.87793,100,49,70,2250,1124,4.89389,242,3.77774,0,0.0518723,15179623144
106.33,9.40471,8.87793,100,49,70,2250,1124,4.89389,242,3.77774,0,0.0518723,15279699659
106.734,9.36911,8.87793,100,49,70,2250,1124,4.89389,242,3.77774,0,0.0518723,15379775354
105.896,9.44324,8.87793,100,49,70,2250,1124,4.89389,242,3.77774,0,0.0518723,15479851159
99.9753,10.0025,9.10209,100,49,70,2250,1124,4.89597,243,3.77839,0,0.0518723,15579929124
107.07,9.33965,9.10209,100,49,70,2250,1124,4.89597,243,3.77839,0,0.0518723,15680006269
109.446,9.13688,9.10209,100,49,70,2250,1124,4.89597,243,3.77839,0,0.0518723,15780083533
110.77,9.02773,9.10209,100,49,70,2250,1124,4.89597,243,3.77839,0,0.0518723,15880160168
107.574,9.29589,9.10209,100,49,70,2250,1124,4.89597,243,3.77839,0,0.0518723,15980234993
109.937,9.09612,9.97537,100,49,70,2262,1124,4.89597,243,3.77658,0,0.0518723,16080313278
108.188,9.24319,9.97537,100,49,70,2262,1124,4.89597,243,3.77658,0,0.0518723,16180389923
108.349,9.22939,9.97537,100,49,70,2262,1124,4.89597,243,3.77658,0,0.0518723,16280467278
106.854,9.35859,9.97537,100,49,70,2262,1124,4.89597,243,3.77658,0,0.0518723,16380544353
107.895,9.26826,9.97537,100,49,70,2262,1124,4.89597,243,3.77658,0,0.0518723,16480622198
107.163,9.33156,9.55882,100,49,70,2256,1124,4.8939,244,3.7781,0,0.0518723,16580699622
107.223,9.32633,9.55882,100,49,70,2256,1124,4.8939,244,3.7781,0,0.0518723,16680775437
106.918,9.35293,9.55882,100,49,70,2256,1124,4.8939,244,3.7781,0,0.0518723,16780857232
106.991,9.34655,9.55882,100,49,70,2256,1124,4.8939,244,3.7781,0,0.0518723,16880947087
107.771,9.27894,9.55882,100,49,70,2256,1124,4.8939,244,3.7781,0,0.0518723,16981025382
107.168,9.33113,13.8191,100,49,70,2240,1124,4.8939,243,3.76999,0,0.0518723,17081105207
108.099,9.25078,13.8191,100,49,70,2240,1124,4.8939,243,3.76999,0,0.0518723,17181187062
108.489,9.21756,13.8191,100,49,70,2240,1124,4.8939,243,3.76999,0,0.0518723,17281276757
107.912,9.26684,13.8191,100,49,70,2240,1124,4.8939,243,3.76999,0,0.0518723,17381356072
107.366,9.31396,13.8191,100,49,70,2240,1124,4.8939,243,3.76999,0,0.0518723,17481434206
107.039,9.34237,9.37896,100,50,70,2242,1124,4.8939,239,3.77429,0,0.0518723,17581512591
106.691,9.37282,9.37896,100,50,70,2242,1124,4.8939,239,3.77429,0,0.0518723,17681589716
107.628,9.29126,9.37896,100,50,70,2242,1124,4.8939,239,3.77429,0,0.0518723,17781670211
106.653,9.37617,9.37896,100,50,70,2242,1124,4.8939,239,3.77429,0,0.0518723,17881750976
106.996,9.34618,9.37896,100,50,70,2242,1124,4.8939,239,3.77429,0,0.0518723,17981827731
107.676,9.2871,8.86392,100,49,70,2266,1124,4.8939,239,3.77459,0,0.0518723,18081906306
107.526,9.30009,8.86392,100,49,70,2266,1124,4.8939,239,3.77459,0,0.0518723,18181987021
107.466,9.30529,8.86392,100,49,70,2266,1124,4.8939,239,3.77459,0,0.0518723,18282064625
107.711,9.28412,8.86392,100,49,70,2266,1124,4.8939,239,3.77459,0,0.0518723,18382139630
105.657,9.46457,8.86392,100,49,70,2266,1124,4.8939,239,3.77459,0,0.0518723,18482218085
106.972,9.3482,8.46824,100,49,70,2240,1124,4.87896,244,3.77906,0,0.0518723,18582295210
106.409,9.39775,8.46824,100,49,70,2240,1124,4.87896,244,3.77906,0,0.0518723,18682370875
106.635,9.3778,8.46824,100,49,70,2240,1124,4.87896,244,3.77906,0,0.0518723,18782450370
107.529,9.29986,8.46824,100,49,70,2240,1124,4.87896,244,3.77906,0,0.0518723,18882533845
107.601,9.29364,8.46824,100,49,70,2240,1124,4.87896,244,3.77906,0,0.0518723,18982611960
107.439,9.3076,9.61776,100,49,70,2253,1124,4.87896,242,3.78234,0,0.0518723,19082698124
106.54,9.38613,9.61776,100,49,70,2253,1124,4.87896,242,3.78234,0,0.0518723,19182779469
105.64,9.46607,9.61776,100,49,70,2253,1124,4.87896,242,3.78234,0,0.0518723,19282857694
106.317,9.40588,9.61776,100,49,70,2253,1124,4.87896,242,3.78234,0,0.0518723,19382936589
106.314,9.40606,9.61776,100,49,70,2253,1124,4.87896,242,3.78234,0,0.0518723,19483018094
106.99,9.34669,9.61776,100,49,70,2240,1124,4.87896,243,3.78439,0,0.0518723,19583105499
106.929,9.35203,9.61776,100,49,70,2240,1124,4.87896,243,3.78439,0,0.0518723,19683183744
106.618,9.37926,9.61776,100,49,70,2240,1124,4.87896,243,3.78439,0,0.0518723,19783262239
108.58,9.20979,9.61776,100,49,70,2240,1124,4.87896,243,3.78439,0,0.0518723,19883341344
108.055,9.25455,9.61776,100,49,70,2240,1124,4.87896,243,3.78439,0,0.0518723,19983421158
108.641,9.20466,9.97537,100,49,70,2238,1124,4.87896,242,3.78254,0,0.0518723,20083498553
108.508,9.21593,9.97537,100,49,70,2238,1124,4.87896,242,3.78254,0,0.0518723,20183575068
108.871,9.18515,9.97537,100,49,70,2238,1124,4.87896,242,3.78254,0,0.0518723,20283650583
108.497,9.21681,9.97537,100,49,70,2238,1124,4.87896,242,3.78254,0,0.0518723,20383733208
